Ticker,YahooTicker,Nom,Zone,Sector,Industry,Country,Beta,MarketCapitalizationBN,SharesOutstandingMn,AnneeFiscale,DateRapport,NetIncomeBN,TotalRevenueBN,TotalEquityBN,TotalAssetsBN,TotalDebtBN,EPS,EOD_Close_Price,ROE_calcule,ROA_calcule,DebtToEquity_calcule,PER_calcule,Dividendes_Annuels,Annual_Volume_Traded_BN,%MargeNette,%Gearing,%PayOut,Croissance de l'EPS (en %)
INCY,INCY,INCY,USA,Healthcare,Biotechnology,United States,0.815,14.667932842473633,224.108992,2023,2023-12-31,0.597599,3.695649,5.189837,6.782107,0.038287,2.67,65.44999694824219,0.1151479323917109,0.0881140624882503,0.0026102519292379,24.513107471251757,0.0,0.4481272,16.170339769821215,0.7377302986587055,0.0,-37.906976744186046
INTC,INTC,INTC,USA,Technology,Semiconductors,United States,1.344,194.2583007635332,4067.000064,2021,2021-12-31,19.868,79.024,95.391,168.406,38.11,4.89,47.76451873779297,0.2082796070908157,0.1179767941759794,0.1961820928640292,9.767795242902448,1.392,7.2270179,25.141729094958492,39.95135809457915,28.46625766871166,
INTC,INTC,INTC,USA,Technology,Semiconductors,United States,1.344,106.91169036045996,4147.859968,2022,2022-12-31,8.014,63.054,101.423,182.103,42.007,1.95,25.775144577026367,0.0790156078995888,0.0440080613718609,0.392913065525113,13.21802286001352,1.46,9.8029288,12.709740857043167,41.417627165435846,74.87179487179488,-60.122699386503065
INVH,INVH,INVH,USA,Real Estate,REIT - Residential,United States,0.834,16.07947610891748,613.948032,2022,2022-12-31,0.383329,2.238121,10.291342,18.536708,7.769077,0.63,26.190288543701172,0.0372477175474296,0.0206794539785597,0.4831672964575857,41.571886577303445,0.88,1.1398721,17.127268811650488,75.49138878097725,139.68253968253967,
INVH,INVH,INVH,USA,Real Estate,REIT - Residential,United States,0.834,19.808604958713868,614.497024,2023,2023-12-31,0.51947,2.432278,10.155971,19.220967,8.546052,0.85,32.235477447509766,0.0511492204930478,0.0270262156945589,0.4314312904827033,37.92409111471737,1.32,0.7375354,21.357344842982585,84.14805438101389,155.29411764705884,34.92063492063491
INVH,INVH,INVH,USA,Real Estate,REIT - Residential,United States,0.834,18.84867336982507,612.606016,2024,2024-12-31,0.453917,2.618942,9.756764,18.700951,8.202302,0.74,30.76801872253418,0.046523314492387,0.024272401975707,0.4351660108414368,41.57840367910024,1.13,0.8396357,17.332075318964684,84.06785282497353,152.7027027027027,-12.941176470588234
IP,IP,IP,USA,Consumer Cyclical,Packaging & Containers,United States,1.056,15.202653891617553,387.263008,2021,2021-12-31,1.752,19.363,9.082,25.243,5.815,4.5,39.25666427612305,0.1929090508698524,0.0694053797092263,0.3824990058614883,8.723703172471788,1.920385,0.741295233,9.048184682125704,64.02774719224841,42.67522222222222,
IP,IP,IP,USA,Consumer Cyclical,Packaging & Containers,United States,1.056,11.062837388706301,358.131008,2022,2022-12-31,1.504,21.161,8.497,23.94,5.862,4.14,30.89047622680664,0.1770036483464752,0.0628237259816207,0.5298821445196628,7.461467687634455,1.852,0.8199155,7.107414583431784,68.98905496057432,44.734299516908216,-8.000000000000007
IP,IP,IP,USA,Consumer Cyclical,Packaging & Containers,United States,1.056,11.644282758125,346.016992,2023,2023-12-31,0.288,18.916,8.355,23.261,5.905,0.83,33.65234375,0.0344703770197486,0.0123812389837066,0.5071158200688388,40.54499246987952,1.852,0.7762956,1.5225206174666948,70.67624177139437,223.13253012048193,-79.95169082125604
IP,IP,IP,USA,Consumer Cyclical,Packaging & Containers,United States,1.056,17.964876866149904,347.408,2024,2024-12-31,0.557,18.619,8.173,22.8,5.853,1.6,51.711177825927734,0.068151229658632,0.0244298245614035,0.3258024000725795,32.319486141204834,1.852,1.2838163,2.9915677533702136,71.61385048329866,115.75,92.77108433734942
IQV,IQV,IQV,USA,Healthcare,Diagnostics & Research,United States,1.369,37.8649565133667,185.74,2022,2022-12-31,1.091,14.41,5.765,25.337,13.011,5.82,203.86000061035156,0.1892454466608846,0.043059557169357,0.3436158706641321,35.02749151380611,0.0,0.2689864,7.571131158917418,225.68950563746748,0.0,
IQV,IQV,IQV,USA,Healthcare,Diagnostics & Research,United States,1.369,42.04617488861084,182.5,2023,2023-12-31,1.358,14.984,6.112,26.681,13.896,7.39,230.38999938964844,0.2221858638743455,0.050897642517147,0.3304937972791443,31.17591331389018,0.0,0.2737328,9.06300053390283,227.35602094240838,0.0,26.975945017182124
IQV,IQV,IQV,USA,Healthcare,Diagnostics & Research,United States,1.369,35.666564002990725,181.5,2024,2024-12-31,1.373,15.405,6.067,26.899,14.156,7.57,196.5099945068359,0.2263062469095104,0.0510427896947841,0.3968983387021241,25.95904815149748,0.0,0.2998696,8.912690684842584,233.32783912971814,0.0,2.435723951285529
IR,IR,IR,USA,Industrials,Specialty Industrial Machinery,United States,1.326,25.097882682947386,407.584992,2021,2021-12-31,0.5625,5.1524,9.0015,15.1545,3.4755,1.36,61.57705307006836,0.0624895850691551,0.0371176878155003,0.1384778167905537,45.27724490446202,0.02,0.5676081,10.917242450120332,38.61023162806199,1.4705882352941175,
IR,IR,IR,USA,Industrials,Specialty Industrial Machinery,United States,1.326,21.39453291257788,404.926016,2022,2022-12-31,0.6047,5.9163,9.1958,14.7659,2.7922,1.49,52.83565902709961,0.0657582809543487,0.0409524648006555,0.1305099770772962,35.46017384369101,0.08,0.6914043,10.22091509896388,30.36386176297875,5.369127516778524,9.558823529411754
IR,IR,IR,USA,Industrials,Specialty Industrial Machinery,United States,1.326,31.002875114356446,404.796992,2023,2023-12-31,0.7787,6.8761,9.7838,15.5635,2.7652,1.92,76.58869934082031,0.0795907520595269,0.0500337327721913,0.0891917278575084,39.88994757334392,0.08,0.6041585,11.324733497185905,28.263047077822527,4.166666666666667,28.859060402684555
IR,IR,IR,USA,Industrials,Specialty Industrial Machinery,United States,1.326,36.42035543325806,403.012,2024,2024-12-31,0.8386,7.235,10.179,18.0098,4.8138,2.08,90.37039947509766,0.0823853030749582,0.0465635376295128,0.1321733394069013,43.4473074399508,0.08,0.6166272,11.590877677954389,47.29148246389625,3.8461538461538463,8.333333333333348
IRM,IRM,IRM,USA,Real Estate,REIT - Specialty,United States,1.148,12.98749522144922,289.550016,2021,2021-12-31,0.450219,4.491531,0.855952,14.450031,11.70301,1.56,44.85406494140625,0.5259862702581454,0.0311569573795378,0.9010983103710518,28.752605731670673,2.476,0.5684469,10.023731329027896,1367.2507336860012,158.7179487179487,
IRM,IRM,IRM,USA,Real Estate,REIT - Specialty,United States,1.148,12.982541242596191,290.713984,2022,2022-12-31,0.556981,5.103574,0.636668,16.140514,13.2869,1.92,44.65743637084961,0.8748374348954243,0.0345082566763363,1.02344369655497,23.25908144315084,2.476,0.4490256,10.913548035161242,2086.9432734172283,128.95833333333334,23.076923076923062
IT,IT,IT,USA,Technology,Information Technology Services,United States,1.081,27.494143082336425,82.239,2021,2021-12-31,0.79356,4.733962,0.371058,7.416324,3.250284,9.33,334.32000732421875,2.138641398379768,0.1070017976560894,0.1182173232410411,35.832798212670816,0.0,0.1422666,16.763125686264488,875.9503905049885,0.0,
IT,IT,IT,USA,Technology,Information Technology Services,United States,1.081,26.669943984277342,79.0244,2022,2022-12-31,0.807799,5.475846,0.227798,7.299736,3.158391,10.08,337.489990234375,3.5461198078999816,0.1106613992615623,0.1184251081240349,33.48114982483879,0.0,0.1267889,14.752040141377243,1386.487589882264,0.0,8.038585209003223
IT,IT,IT,USA,Technology,Information Technology Services,United States,1.081,34.4553,78.8,2023,2023-12-31,0.882466,5.906956,0.680634,7.835919,3.070195,11.17,437.25,1.2965352891568742,0.112618060498073,0.089106610594016,39.14503133393017,0.0,0.1200298,14.93943750385139,451.0787001530926,0.0,10.81349206349207
IT,IT,IT,USA,Technology,Information Technology Services,United States,1.081,37.36925635303809,77.134304,2024,2024-12-31,1.253715,6.267411,1.359169,8.534671,2.900006,16.12,484.4700012207031,0.9224128861090858,0.1468966993572452,0.0776040596741559,30.05397029905106,0.0,0.0946688,20.003714452427005,213.36610826173933,0.0,44.315129811996435
IVZ,IVZ,IVZ,USA,Financial Services,Asset Management,United States,1.64,8.848254442803771,461.207008,2021,2021-12-31,1.6298,6.8945,15.4958,32.6856,9.711,3.01,19.184995651245117,0.1051768866402509,0.0498629365836943,1.0975046053177069,6.373752708054857,0.665,1.05277,23.639132641960984,62.66859407065141,22.093023255813957,
IVZ,IVZ,IVZ,USA,Financial Services,Asset Management,United States,1.64,7.183608296934875,454.784992,2022,2022-12-31,0.9207,6.0489,15.2136,29.7568,8.5582,1.5,15.795614242553713,0.0605182205395172,0.030940826970642,1.1913511492061224,10.530409495035808,0.734,1.1749374,15.220949263502456,56.253615186412155,48.93333333333334,-50.16611295681063
IVZ,IVZ,IVZ,USA,Financial Services,Asset Management,United States,1.64,7.5232731719970705,449.44,2024,2024-12-31,0.7748,6.067,14.5599,27.0089,7.5464,1.18,16.739215850830078,0.0532146511995274,0.0286868402637649,1.0030740380515508,14.185776144771252,0.815,1.0226721,12.77072688313829,51.83002630512572,69.06779661016948,-21.333333333333336
J,J,J,USA,Industrials,Engineering & Construction,United States,0.79,11.15513909906006,127.606,2022,2022-09-30,0.644039,9.783074,6.060056,14.660419,4.165289,5.01,87.41860961914062,0.1062760806170768,0.0439304633789798,0.3733964196242941,17.44882427527757,0.76098,0.185098268,6.5831966516863725,68.73350675307289,15.18922155688623,
J,J,J,USA,Industrials,Engineering & Construction,United States,0.79,13.721175096405029,125.918,2023,2023-09-30,0.665777,10.85142,6.54622,14.617109,3.467256,5.32,108.96913146972656,0.1017040368334703,0.0455477892379402,0.2526938090680314,20.48291944919672,0.860236,0.203364354,6.135390575611303,52.965772613813776,16.169849624060152,6.18762475049901
J,J,J,USA,Industrials,Engineering & Construction,United States,0.79,15.916948762573242,124.248,2024,2024-09-30,0.806093,11.500941,4.549467,11.759005,2.752168,6.35,128.1062774658203,0.1771840525494525,0.0685511231605055,0.1729080140329022,20.17421692375123,1.006751,0.203717539,7.008930834442157,60.49429526579707,15.854346456692914,19.36090225563909
JBHT,JBHT,JBHT,USA,Industrials,Integrated Freight & Logistics,United States,1.276,20.64446311984253,105.014,2021,2021-12-31,0.760806,12.168302,3.117816,6.794348,1.301229,7.239311,196.5877227783203,0.2440188901461792,0.1119763073660636,0.0630304112267912,27.155584665214732,1.1800000000000002,0.1452001,6.252359614348822,41.73527238297577,16.299893732980944,
JBHT,JBHT,JBHT,USA,Industrials,Integrated Freight & Logistics,United States,1.276,17.343513898239134,103.537,2022,2022-12-31,0.969351,14.813999,3.666768,7.786582,1.261738,9.343738,167.5102996826172,0.2643611485646215,0.1244899238202333,0.0727498480067584,17.927546735858517,1.6,0.1982725,6.54347958306194,34.41008539400366,17.12376781112655,29.069437685437194
JBHT,JBHT,JBHT,USA,Industrials,Integrated Freight & Logistics,United States,1.276,19.745005257247925,103.143,2023,2023-12-31,0.728287,12.829665,4.103758,8.588148,1.576068,7.055675,191.4333038330078,0.1774683107532169,0.0848014030498775,0.0798210980177613,27.13181996520642,1.68,0.186103,5.6765862553698785,38.405481024953225,23.810620528865062,-24.487662218268536
JBHT,JBHT,JBHT,USA,Industrials,Integrated Freight & Logistics,United States,1.276,17.00988991607666,100.83,2024,2024-12-31,0.570886,12.087204,4.014505,8.31227,1.477702,5.677344,168.69869995117188,0.1422058261230214,0.0686799153540489,0.0868731077796906,29.71436995030984,1.72,0.2135732,4.7230608501354,36.80907110590223,30.29585665409741,-19.535069288197093
JBL,JBL,JBL,USA,Technology,Electronic Components,United States,1.263,8.503265205431763,142.279008,2022,2022-08-31,0.996,33.478,2.451,19.717,3.411,7.06,59.76472091674805,0.4063647490820073,0.0505147841963787,0.401140022990357,8.46525792021927,0.32,0.2775311,2.9750881175697472,139.16768665850674,4.53257790368272,
JBL,JBL,JBL,USA,Technology,Electronic Components,United States,1.263,15.106210870147704,132.684,2023,2023-08-31,0.818,34.702,2.866,19.424,3.248,6.15,113.85103607177734,0.2854152128401954,0.0421128500823723,0.2150109003455372,18.512363588906883,0.32,0.3716521,2.357212840758458,113.32868108862526,5.203252032520325,-12.889518413597722
JBL,JBL,JBL,USA,Technology,Electronic Components,United States,1.263,11.70397676651001,113.445,2024,2024-08-31,1.388,28.883,1.737,17.351,3.257,11.34,103.16873168945312,0.7990788716177317,0.0799953893147369,0.2782814820104261,9.097771753920028,0.32,0.3621071,4.80559498667036,187.50719631548648,2.8218694885361555,84.39024390243901
JCI,JCI,JCI,USA,Industrials,Building Products & Equipment,Ireland,1.417,31.944440626921875,688.809984,2022,2022-09-30,1.532,20.637,16.268,42.158,8.96,2.224481,46.37627410888672,0.0941726088025571,0.0363394847952938,0.2804869900413521,20.848132264958306,1.4,1.0697351,7.423559625914619,55.07745266781412,62.93602867365466,
JCI,JCI,JCI,USA,Industrials,Building Products & Equipment,Ireland,1.417,34.38718319824219,680.32,2023,2023-09-30,1.849,22.331,16.545,42.242,8.824,2.702031,50.54560089111328,0.1117558174675128,0.0437716017234032,0.2566072350017627,18.70652146149074,1.4700000000000002,1.0649509,8.279969549057364,53.33333333333332,54.40352090705104,21.46792892364555
JCI,JCI,JCI,USA,Industrials,Building Products & Equipment,Ireland,1.417,51.18997846637696,668.014016,2024,2024-09-30,1.705,22.952,16.098,42.695,9.493,2.53,76.63009643554688,0.1059137781090818,0.0399344185501815,0.1854464542554022,30.288575666224062,1.48,1.1900498,7.428546531892645,58.97005839234688,58.49802371541502,-6.366729323238706
JKHY,JKHY,JKHY,USA,Technology,Information Technology Services,United States,0.733,12.54303835274048,72.8618,2022,2022-06-30,0.362916,1.942884,1.381623,2.455564,0.115067,4.979718,172.14834594726562,0.2626736816048951,0.1477933379052633,0.0091737740700489,34.56989852583332,1.96,0.1310888,18.67924178695177,8.32839349084374,39.35965851881572,
JKHY,JKHY,JKHY,USA,Technology,Information Technology Services,United States,0.733,11.800119025354004,72.875296,2023,2023-06-30,0.366646,2.077702,1.60851,2.773826,0.275,5.029822,161.9220733642578,0.2279413867492275,0.1321806054164897,0.0233048496722048,32.19240628480646,2.08,0.1479737,17.64670775693531,17.096567630913082,41.35335206693199,1.006161393074878
JKHY,JKHY,JKHY,USA,Technology,Information Technology Services,United States,0.733,11.68601483001709,72.9,2024,2024-06-30,0.381816,2.215543,1.842364,2.924481,0.15,5.239534,160.30198669433594,0.2072424341769596,0.1305585503889408,0.0128358556943385,30.5947030202182,2.2,0.1187862,17.2335179231457,8.14171358102959,41.988466913278934,4.169372196471355
JNJ,JNJ,JNJ,USA,Healthcare,Drug Manufacturers - General,United States,0.349,400.5733020965625,2632.600064,2021,2021-12-31,20.878,78.74,74.023,182.018,33.751,7.930572,152.1588134765625,0.282047471731759,0.1147029414673274,0.0842567385877952,19.18636051429361,4.19,1.7941584,26.51511303022606,45.59528795104224,52.83351566570482,
JNJ,JNJ,JNJ,USA,Healthcare,Drug Manufacturers - General,United States,0.349,425.26057412267187,2614.479872,2022,2022-12-31,17.941,79.99,76.804,187.378,39.642,6.862158,162.65589904785156,0.233594604447685,0.095747633126621,0.0932181406230354,23.70331593178874,4.449999999999999,1.8235282,22.42905363170396,51.614499244831,64.84840483124987,-13.472092555240655
JNJ,JNJ,JNJ,USA,Healthcare,Drug Manufacturers - General,United States,0.349,362.1882176384141,2407.280128,2023,2023-12-31,35.153,85.159,68.774,167.558,29.332,14.604014,150.4553680419922,0.511137930031698,0.2097960109335274,0.0809855168432983,10.302329759612132,4.699999999999999,2.799682,41.279254101151956,42.64983860179719,32.18293271973034,112.81955326589683
JNJ,JNJ,JNJ,USA,Healthcare,Drug Manufacturers - General,United States,0.349,337.8482539774453,2407.620096,2024,2024-12-31,14.066,88.821,71.49,180.104,36.634,5.843978,140.32456970214844,0.1967547908798433,0.078099320392662,0.1084332968091813,24.011823744399525,4.91,1.7998092,15.836345008500244,51.24353056371521,84.01811232006692,-59.98375515115229
JPM,JPM,JPM,USA,Financial Services,Banks - Diversified,United States,1.075,421.3242817476328,2955.269888,2021,2021-12-31,48.334,121.685,294.127,3743.567,354.599,15.39,142.56710815429688,0.1643303742940974,0.0129112154263567,0.8416296315254854,9.263619763112208,3.7,3.2464078,39.720590048074946,120.55982619752692,24.041585445094217,
JPM,JPM,JPM,USA,Financial Services,Banks - Diversified,United States,1.075,368.09382496177346,2933.199872,2022,2022-12-31,37.676,127.727,292.332,3665.743,339.892,12.1,125.49224090576172,0.1288808614862553,0.0102778618140988,0.9233841399955508,10.371259578988573,4.0,3.433043,29.49728718281961,116.26917340557996,33.057851239669425,-21.377517868745944
JPM,JPM,JPM,USA,Financial Services,Banks - Diversified,United States,1.075,475.8100264831875,2891.010048,2023,2023-12-31,49.552,154.952,327.878,3875.393,436.537,16.25,164.58262634277344,0.1511293834902006,0.0127863161232938,0.917460700075064,10.12816162109375,4.05,2.6865113,31.9789354122567,133.14007039203605,24.923076923076923,34.29752066115703
JPM,JPM,JPM,USA,Financial Services,Banks - Diversified,United States,1.075,660.8751254694688,2815.340032,2024,2024-12-31,58.471,169.439,344.758,4002.814,454.311,19.79,234.74078369140625,0.1696001253052866,0.0146074736422926,0.6874384925249972,11.861585835846704,4.6,2.2680942,34.50858421024676,131.77678255471955,23.24406265790803,21.78461538461538
KDP,KDP,KDP,USA,Consumer Defensive,Beverages - Non-Alcoholic,United States,0.359,47.22510201032812,1417.959936,2021,2021-12-31,2.146,12.683,24.972,50.598,13.266,1.52,33.304962158203125,0.0859362485984302,0.042412743586703,0.2809099278832416,21.91115931460732,0.6759999999999999,1.3396081,16.92028699834424,53.12349831811629,44.47368421052631,
KDP,KDP,KDP,USA,Consumer Defensive,Beverages - Non-Alcoholic,United States,0.359,46.44632082441943,1416.249984,2022,2022-12-31,1.436,14.057,25.126,51.837,13.583,1.01,32.795284271240234,0.0571519541510785,0.0277022204217065,0.2924451228623184,32.47057848637647,0.764,2.0533811,10.215550971046452,54.05953991880919,75.64356435643565,-33.55263157894737
KDP,KDP,KDP,USA,Consumer Defensive,Beverages - Non-Alcoholic,United States,0.359,44.1182090232312,1398.339968,2023,2023-12-31,2.181,14.814,25.676,52.13,14.824,1.56,31.550416946411133,0.0849431375603676,0.0418377134087857,0.3360063866643854,20.224626247699444,0.8150000000000001,2.1134712,14.722559740785742,57.73484966505686,52.243589743589745,54.45544554455446
